<<<<<<< HEAD
Country Code,Year,City,Country Name,Temp_AvgTemperature,City_Longitude,City_Latitude,City_Population,City_Land_Area,City_HDI,City_GINI,City_Overall Score (GDP),City_Property Rights,City_Government Integrity,City_Judicial Effectiveness,City_Tax Burden,City_Government Spending,City_Fiscal Health,City_Business Freedom,City_Labor Freedom,City_Monetary Freedom,City_Trade Freedom,City_Investment Freedom,City_Financial Freedom
AUS,2018,City of Melbourne,Australia,,144.96328,-37.814107,154863.4,38.0,0.943,34.55,80.9,78.7,77.4,93.4,63.0,61.2,84.3,89.1,79.7,87.4,86.2,80.0,90.0
AUS,2018,City of Sydney,Australia,,151.20699019999998,-33.8674869,227878.8,26.0,0.943,34.48571428571428,80.9,78.7,77.4,93.4,63.0,61.2,84.3,89.1,79.7,87.4,86.2,80.0,90.0
AUS,2018,Adelaide,Australia,,138.600746,-34.928499,24550.8,16.0,0.943,34.48571428571428,80.9,78.7,77.4,93.4,63.0,61.2,84.3,89.1,79.7,87.4,86.2,80.0,90.0
AUS,2018,Hobart,Australia,,147.281446,-42.890054,51593.0,7791.0,0.943,34.48571428571428,80.9,78.7,77.4,93.4,63.0,61.2,84.3,89.1,79.7,87.4,86.2,80.0,90.0
AUS,2018,Byron Shire,Australia,,153.5334,-28.6534,31783.0,556.0,0.943,34.48571428571428,80.9,78.7,77.4,93.4,63.0,61.2,84.3,89.1,79.7,87.4,86.2,80.0,90.0
AUS,2018,Mount Barker,Australia,,138.857584,-35.073199,37481.0,595.0,0.943,34.48571428571428,80.9,78.7,77.4,93.4,63.0,61.2,84.3,89.1,79.7,87.4,86.2,80.0,90.0
AUS,2018,Port Phillip,Australia,,144.966691,-37.846498,115601.0,21.0,0.943,34.48571428571428,80.9,78.7,77.4,93.4,63.0,61.2,84.3,89.1,79.7,87.4,86.2,80.0,90.0
AUS,2018,Mornington Peninsula Shire,Australia,,145.093449,-38.285405,160862.0,3694.7517170893043,0.943,34.48571428571428,80.9,78.7,77.4,93.4,63.0,61.2,84.3,89.1,79.7,87.4,86.2,80.0,90.0
BGD,2018,Rajshahi,Bangladesh,,88.604166,24.374515,449756.0,96.72,0.625,38.87940929917293,69.41948124980661,69.53020439301957,63.249789635016754,67.76822911104446,67.45616782514193,52.32086521275377,64.32249647213446,79.50850754145128,69.71202847628726,76.70915629813787,82.72269696477838,69.47591036643803,65.89319150658075
BRA,2018,Salvador,Brazil,,-38.502303999999995,-12.97304,2877534.333333333,692819.0,0.762,53.9,51.4,55.8,31.4,55.5,70.6,50.7,7.7,58.6,46.8,71.4,68.5,50.0,50.0
BRA,2018,Niterói,Brazil,,-43.118381,-22.892857,380938.00700000004,133.1,0.762,53.9,51.4,55.8,31.4,55.5,70.6,50.7,7.7,58.6,46.8,71.4,68.5,50.0,50.0
CAN,2018,Vancouver,Canada,,-123.11392679999999,49.261226,631418.0,115.0,0.9279999999999999,33.5,77.7,87.5,78.3,77.1,76.7,52.3,81.2,81.8,71.3,77.5,88.1,80.0,80.0
CAN,2018,Toronto,Canada,,-79.3831843,43.653226000000004,2833632.0,634.0,0.9279999999999999,33.3,77.7,87.5,78.3,77.1,76.7,52.3,81.2,81.8,71.3,77.5,88.1,80.0,80.0
CAN,2018,Calgary,Canada,,-114.070846,51.04861500000001,1247651.2,848.0,0.9279999999999999,33.23333333333333,77.7,87.5,78.3,77.1,76.7,52.3,81.2,81.8,71.3,77.5,88.1,80.0,80.0
CAN,2018,Ottawa,Canada,,-75.697193,45.42153,726456.04325,2796.0,0.9279999999999999,33.1,77.7,87.5,78.3,77.1,76.7,52.3,81.2,81.8,71.3,77.5,88.1,80.0,80.0
CAN,2018,Edmonton,Canada,,-113.4909267,53.544389,934644.6,684.0,0.9279999999999999,33.5,77.7,87.5,78.3,77.1,76.7,52.3,81.2,81.8,71.3,77.5,88.1,80.0,80.0
CAN,2018,Hamilton,Canada,,-79.866091,43.250021000000004,550405.25,1117.0,0.9279999999999999,33.16666666666666,77.7,87.5,78.3,77.1,76.7,52.3,81.2,81.8,71.3,77.5,88.1,80.0,80.0
CAN,2018,"London, ON",Canada,,-81.2497,42.9837,385564.4,421.0,0.9279999999999999,33.3,77.7,87.5,78.3,77.1,76.7,52.3,81.2,81.8,71.3,77.5,88.1,80.0,80.0
CAN,2018,St Catharines,Canada,,-79.2469,43.1594,133460.0,98.0,0.9279999999999999,32.95,77.7,87.5,78.3,77.1,76.7,52.3,81.2,81.8,71.3,77.5,88.1,80.0,80.0
CAN,2018,Saskatoon,Canada,,-106.670046,52.133214,270914.0,233.0,0.9279999999999999,33.25,77.7,87.5,78.3,77.1,76.7,52.3,81.2,81.8,71.3,77.5,88.1,80.0,80.0
CAN,2018,Victoria,Canada,,-123.366,48.4284,93000.0,3694.7517170893043,0.9279999999999999,33.29402985074626,77.7,87.5,78.3,77.1,76.7,52.3,81.2,81.8,71.3,77.5,88.1,80.0,80.0
CAN,2018,Windsor,Canada,,-83.036363,42.314937,220614.0,146.3,0.9279999999999999,33.2,77.7,87.5,78.3,77.1,76.7,52.3,81.2,81.8,71.3,77.5,88.1,80.0,80.0
CAN,2018,Peterborough,Canada,,-78.31974699999998,44.309058,80396.0,63.8,0.9279999999999999,33.29402985074626,77.7,87.5,78.3,77.1,76.7,52.3,81.2,81.8,71.3,77.5,88.1,80.0,80.0
CAN,2018,Surrey,Canada,,-122.84901200000002,49.191347,557310.0,316.41,0.9279999999999999,33.29402985074626,77.7,87.5,78.3,77.1,76.7,52.3,81.2,81.8,71.3,77.5,88.1,80.0,80.0
CAN,2018,Mississauga,Canada,,43.589,-79.6441,721599.0,3694.7517170893043,0.9279999999999999,33.5,77.7,87.5,78.3,77.1,76.7,52.3,81.2,81.8,71.3,77.5,88.1,80.0,80.0
CAN,2018,Saanich,Canada,,123.37799999999999,48.4594,114148.0,103.44,0.9279999999999999,33.29402985074626,77.7,87.5,78.3,77.1,76.7,52.3,81.2,81.8,71.3,77.5,88.1,80.0,80.0
CHL,2018,Vitacura,Chile,,-70.572412,-33.390521,85.0,3694.7517170893043,0.8490000000000001,45.96666666666666,75.2,67.9,61.2,63.4,78.0,81.3,91.7,72.4,60.4,82.4,88.7,85.0,70.0
COL,2018,Pasto,Colombia,,-77.285787,1.205884,455678.0,3694.7517170893043,0.764,50.4,68.9,60.7,33.4,36.4,80.3,74.4,82.2,78.6,75.2,73.9,81.6,80.0,70.0
COL,2018,Tópaga,Colombia,,-72.832449,5.768555,3825.0,3694.7517170893043,0.764,50.4,68.9,60.7,33.4,36.4,80.3,74.4,82.2,78.6,75.2,73.9,81.6,80.0,70.0
CRI,2018,Quepos ,Costa Rica,,-84.161908,9.431868,26861.0,54377.0,0.8079999999999999,48.0,65.6,54.8,51.8,57.8,79.3,88.9,46.8,68.3,50.3,85.0,84.7,70.0,50.0
CRI,2018,Cañas,Costa Rica,,-85.093462,10.427441,26201.0,682.2,0.8079999999999999,48.0,65.6,54.8,51.8,57.8,79.3,88.9,46.8,68.3,50.3,85.0,84.7,70.0,50.0
DNK,2018,Hoeje-Taastrup,Denmark,,12.2898,55.656328,50298.0,78.0,0.9390000000000001,28.2,76.6,84.8,84.1,83.6,41.4,10.6,96.7,92.5,82.8,86.4,86.9,90.0,80.0
DNK,2018,Hørsholm,Denmark,,12.5049,55.8835,24973.5,3694.7517170893043,0.9390000000000001,28.2,76.6,84.8,84.1,83.6,41.4,10.6,96.7,92.5,82.8,86.4,86.9,90.0,80.0
DNK,2018,Jammerbugt,Denmark,,9.54153,57.1453,38569.0,3694.7517170893043,0.9390000000000001,28.2,76.6,84.8,84.1,83.6,41.4,10.6,96.7,92.5,82.8,86.4,86.9,90.0,80.0
DNK,2018,Gladsaxe,Denmark,,12.488686,55.733461,68344.2,24.9,0.9390000000000001,28.2,76.6,84.8,84.1,83.6,41.4,10.6,96.7,92.5,82.8,86.4,86.9,90.0,80.0
DNK,2018,Hvidovre,Denmark,,12.475386,55.642522,52864.25,25.0,0.9390000000000001,28.2,76.6,84.8,84.1,83.6,41.4,10.6,96.7,92.5,82.8,86.4,86.9,90.0,80.0
DNK,2018,Egedal,Denmark,,12.238733,55.79504499999999,42805.66666666666,126.0,0.9390000000000001,28.2,76.6,84.8,84.1,83.6,41.4,10.6,96.7,92.5,82.8,86.4,86.9,90.0,80.0
DNK,2018,Fredensborg,Denmark,,12.4058,55.9747,40488.5,3694.7517170893043,0.9390000000000001,28.2,76.6,84.8,84.1,83.6,41.4,10.6,96.7,92.5,82.8,86.4,86.9,90.0,80.0
FIN,2018,Turku,Finland,,22.266630300000003,60.451812600000004,189400.0,246.0,0.937,27.3,74.1,89.0,89.8,82.7,66.5,2.3,81.1,89.9,50.5,86.0,86.9,85.0,80.0
FIN,2018,Espoo,Finland,,24.6559,60.205491,281732.25,312.0,0.937,27.3,74.1,89.0,89.8,82.7,66.5,2.3,81.1,89.9,50.5,86.0,86.9,85.0,80.0
FIN,2018,Porvoo,Finland,,25.665274,60.393192000000006,50380.0,2139.81,0.937,27.3,74.1,89.0,89.8,82.7,66.5,2.3,81.1,89.9,50.5,86.0,86.9,85.0,80.0
DEU,2018,Mannheim,Germany,,8.466039,49.487459,312722.0,145.0,0.946,30.9,74.2,81.0,75.3,78.0,61.3,41.3,90.8,86.1,53.3,86.2,86.9,80.0,70.0
GIB,2018,Gibraltar,Gibraltar,,-5.3535994,36.1407734,34313.75,6.6,0.8698855052577321,38.87940929917293,69.41948124980661,69.53020439301957,63.249789635016754,67.76822911104446,67.45616782514193,52.32086521275377,64.32249647213446,79.50850754145128,69.71202847628726,76.70915629813787,82.72269696477838,69.47591036643803,65.89319150658075
GRC,2018,Athens,Greece,,23.727539,37.98381,664046.0,39.0,0.8809999999999999,32.9,57.3,52.3,37.9,59.0,60.4,20.9,70.5,74.4,54.4,81.0,81.9,55.0,40.0
GTM,2018,Iztapa,Guatemala,,-90.712901,13.933665,11917.0,3694.7517170893043,0.657,38.87940929917293,63.4,40.4,27.3,33.1,79.2,95.3,95.3,57.3,48.3,77.6,87.2,70.0,50.0
IND,2018,Thane,India,,72.97809000000002,19.218331,2281692.0,128.23,0.642,38.87940929917293,54.5,55.4,47.2,54.3,79.4,77.7,13.2,56.4,41.8,75.9,72.4,40.0,40.0
IND,2018,Nagpur,India,,79.088155,21.1458,2405665.0,3694.7517170893043,0.642,38.87940929917293,54.5,55.4,47.2,54.3,79.4,77.7,13.2,56.4,41.8,75.9,72.4,40.0,40.0
IDN,2018,Bogor,Indonesia,,106.80603899999998,-6.597147000000001,1052065.25,118.5,0.7120000000000001,37.8,64.2,49.3,42.8,45.2,83.7,90.7,89.4,57.3,50.3,81.6,80.5,40.0,60.0
IDN,2018,Bogor,Indonesia,,106.80603899999998,-6.597147000000001,5840209.5,3694.7517170893043,0.7120000000000001,37.8,64.2,49.3,42.8,45.2,83.7,90.7,89.4,57.3,50.3,81.6,80.5,40.0,60.0
ITA,2018,Venezia,Italy,,12.315515099999999,45.440847399999996,261169.75,414.0,0.89,34.8,62.5,71.2,40.1,60.9,55.2,24.1,68.2,70.3,50.3,88.2,86.9,85.0,50.0
JPN,2018,Yokohama,Japan,,139.6380256,35.4437078,12136443.25,437.0,0.917,33.26666666666667,72.3,86.0,79.2,73.2,67.4,54.1,49.3,81.7,79.2,85.4,82.3,70.0,60.0
MYS,2018,Hang Tuah Jaya,Malaysia,,102.2817,2.2319999999999998,190529.0,144.6,0.805,41.1,74.5,83.8,54.8,65.2,85.6,81.3,80.7,83.9,75.8,85.6,87.4,60.0,50.0
MEX,2018,León de los Aldamas,Mexico,,-101.68365899999999,21.122062,1578626.0,1283.0,0.7759999999999999,45.4,64.8,58.6,26.9,39.0,75.7,78.1,69.8,67.5,59.8,79.2,88.0,75.0,60.0
MCO,2018,Monaco,Monaco,,7.42081,43.7374,38200.0,3694.7517170893043,0.8698855052577321,38.87940929917293,69.41948124980661,69.53020439301957,63.249789635016754,67.76822911104446,67.45616782514193,52.32086521275377,64.32249647213446,79.50850754145128,69.71202847628726,76.70915629813787,82.72269696477838,69.47591036643803,65.89319150658075
NLD,2018,Rotterdam,Netherlands,,4.4777325,51.9244201,481798.1165,208.0,0.9420000000000001,28.1,76.2,87.9,86.0,74.1,52.5,39.1,88.2,80.5,61.5,87.5,86.9,90.0,80.0
NLD,2018,The Hague,Netherlands,,4.3007,52.0705,537210.6666666665,3694.7517170893043,0.9420000000000001,28.1,76.2,87.9,86.0,74.1,52.5,39.1,88.2,80.5,61.5,87.5,86.9,90.0,80.0
NOR,2018,Trondheim,Norway,,10.395,63.4305,200500.0,3694.7517170893043,0.956,27.6,74.3,86.4,93.6,86.0,56.4,29.2,97.8,90.4,54.6,73.9,87.9,75.0,60.0
NOR,2018,Bergen,Norway,,5.322054000000001,60.391263,283929.0,464.71,0.956,27.6,74.3,86.4,93.6,86.0,56.4,29.2,97.8,90.4,54.6,73.9,87.9,75.0,60.0
NOR,2018,Bærum,Norway,,10.593765,59.920545,125769.0,192.0,0.956,27.6,74.3,86.4,93.6,86.0,56.4,29.2,97.8,90.4,54.6,73.9,87.9,75.0,60.0
NOR,2018,Arendal,Norway,,8.77245,58.4618,44804.66666666666,3694.7517170893043,0.956,27.6,74.3,86.4,93.6,86.0,56.4,29.2,97.8,90.4,54.6,73.9,87.9,75.0,60.0
PRT,2018,Braga,Portugal,,-8.43821,41.5337,185256.5,3694.7517170893043,0.86,33.5,63.4,69.2,56.8,70.1,59.8,29.8,46.0,83.2,44.1,85.3,86.9,70.0,60.0
PRT,2018,Sintra,Portugal,,-9.38811,38.7984,387674.0,3694.7517170893043,0.86,33.5,63.4,69.2,56.8,70.1,59.8,29.8,46.0,83.2,44.1,85.3,86.9,70.0,60.0
RUS,2018,Moscow,Russian Federation,,37.6173,55.755826,12541168.33333333,2511.0,0.8025,37.5,50.875,23.75,23.025,67.76822911104446,83.25,57.84999999999999,64.32249647213446,64.5,59.95,65.425,70.85,25.0,35.0
SLE,2018,Freetown,Sierra Leone,,-13.2317,8.4657,600003.5,3694.7517170893043,0.447,35.7,51.8,33.6,22.0,29.6,79.9,89.8,65.9,51.3,30.5,69.5,69.4,60.0,20.0
SVN,2018,Ljubljana,Slovenia,,14.505751,46.056946999999994,290641.75,275.0,0.912,24.6,64.8,76.6,52.1,57.7,58.7,31.2,66.3,79.5,61.3,87.3,86.9,70.0,50.0
ZAF,2018,Cape Town,South Africa,,18.424055300000003,-33.9248685,4145917.2,2461.0,0.7070000000000001,63.10000000000001,63.0,67.7,45.4,65.9,62.5,68.1,74.6,65.1,60.1,74.6,71.6,50.0,50.0
ZAF,2018,Steve Tshwete,South Africa,,29.468175,-25.77257,278749.0,3694.7517170893043,0.7070000000000001,63.10000000000001,63.0,67.7,45.4,65.9,62.5,68.1,74.6,65.1,60.1,74.6,71.6,50.0,50.0
ESP,2018,Vitoria-Gasteiz,Spain,,-2.67,42.84,252089.0,3694.7517170893043,0.905,34.7,65.1,73.1,51.5,62.0,62.0,42.8,36.1,66.3,59.0,86.7,86.9,85.0,70.0
SWE,2018,Malmö,Sweden,,13.0038,55.605,338722.66666666674,3694.7517170893043,0.943,30.0,76.3,92.6,92.9,88.2,43.9,23.2,96.1,89.3,53.7,83.8,86.9,85.0,80.0
SWE,2018,Lund,Sweden,,13.191007,55.70466,124935.0,427.0,0.943,30.0,76.3,92.6,92.9,88.2,43.9,23.2,96.1,89.3,53.7,83.8,86.9,85.0,80.0
SWE,2018,Växjö,Sweden,,14.8091,56.8777,91813.5,3694.7517170893043,0.943,30.0,76.3,92.6,92.9,88.2,43.9,23.2,96.1,89.3,53.7,83.8,86.9,85.0,80.0
CHE,2018,Zürich,Switzerland,,8.539182499999999,47.36864979999999,421304.0,92.0,0.955,33.1,81.7,84.2,82.8,82.1,70.5,65.4,95.9,75.7,73.9,85.2,90.0,85.0,90.0
CHE,2018,Nyon,Switzerland,,6.234785,46.383268,20943.0,6.8,0.955,33.1,81.7,84.2,82.8,82.1,70.5,65.4,95.9,75.7,73.9,85.2,90.0,85.0,90.0
TWN,2018,Tainan,Taiwan,,120.2269,22.9999,1883590.0,2192.0,0.8698855052577321,38.87940929917293,76.6,84.3,70.9,69.2,76.1,90.4,90.8,93.2,54.9,83.3,86.2,60.0,60.0
TWN,2018,New Taipei,Taiwan,,121.4458,25.0111,3985711.75,2053.0,0.8698855052577321,38.87940929917293,76.6,84.3,70.9,69.2,76.1,90.4,90.8,93.2,54.9,83.3,86.2,60.0,60.0
TWN,2018,Pingtung County,Taiwan,,120.54876000000002,22.551976,829113.6,2775.0,0.8698855052577321,38.87940929917293,76.6,84.3,70.9,69.2,76.1,90.4,90.8,93.2,54.9,83.3,86.2,60.0,60.0
TUR,2018,Urla,Turkey,,26.553613000000002,38.3434574,226.8,5947.0,0.8170000000000001,41.9,65.4,54.7,42.0,54.5,74.7,68.1,93.6,63.3,47.6,72.3,78.6,75.0,60.0
GBR,2018,Manchester,United Kingdom,,-2.24263,53.480759,560950.0,3694.7517170893043,0.9279999999999999,34.18339768339767,78.0,92.2,79.0,93.8,65.2,44.4,53.5,91.1,74.4,85.2,86.9,90.0,80.0
GBR,2018,Edinburgh,United Kingdom,,-3.1882669999999997,55.953252,524930.0,264.0,0.9279999999999999,34.18339768339767,78.0,92.2,79.0,93.8,65.2,44.4,53.5,91.1,74.4,85.2,86.9,90.0,80.0
GBR,2018,Cornwall,United Kingdom,,-5.052712000000001,50.266047,569578.0,3563.0,0.9279999999999999,34.18339768339767,78.0,92.2,79.0,93.8,65.2,44.4,53.5,91.1,74.4,85.2,86.9,90.0,80.0
GBR,2018,Wandsworth,United Kingdom,,-0.189136,51.45837299999999,332500.0,34.3,0.9279999999999999,34.18339768339767,78.0,92.2,79.0,93.8,65.2,44.4,53.5,91.1,74.4,85.2,86.9,90.0,80.0
GBR,2018,Richmond,United Kingdom,,-0.32574000000000003,51.448,199100.0,59.05,0.9279999999999999,34.18339768339767,78.0,92.2,79.0,93.8,65.2,44.4,53.5,91.1,74.4,85.2,86.9,90.0,80.0
USA,2018,Austin,United States,,-97.7431,30.2672,1051644.6,704.0,0.925,41.4,75.7,79.3,71.9,76.9,65.1,56.5,54.8,82.7,91.4,78.6,86.7,85.0,80.0
USA,2018,Las Vegas,United States,,-115.13982959999998,36.169941200000004,649770.75,136.0,0.925,41.4,75.7,79.3,71.9,76.9,65.1,56.5,54.8,82.7,91.4,78.6,86.7,85.0,80.0
USA,2018,Los Angeles,United States,,-118.24368490000002,34.0522342,3993752.0,1215.0,0.925,41.4,75.7,79.3,71.9,76.9,65.1,56.5,54.8,82.7,91.4,78.6,86.7,85.0,80.0
USA,2018,"Portland, OR",United States,,-122.6762071,45.5234515,719664.5,376.0,0.925,41.4,75.7,79.3,71.9,76.9,65.1,56.5,54.8,82.7,91.4,78.6,86.7,85.0,80.0
USA,2018,"Washington, DC",United States,,-77.03687070000002,38.9071923,690274.4,158.0,0.925,41.4,75.7,79.3,71.9,76.9,65.1,56.5,54.8,82.7,91.4,78.6,86.7,85.0,80.0
USA,2018,San Francisco,United States,,-122.4194155,37.7749295,875842.75,121.0,0.925,41.4,75.7,79.3,71.9,76.9,65.1,56.5,54.8,82.7,91.4,78.6,86.7,85.0,80.0
USA,2018,Denver,United States,,-104.9847179,39.737567,692162.4,401.0,0.925,41.4,75.7,79.3,71.9,76.9,65.1,56.5,54.8,82.7,91.4,78.6,86.7,85.0,80.0
USA,2018,Boston,United States,,-71.05977320000002,42.358430799999994,673450.0,124.0,0.925,41.4,75.7,79.3,71.9,76.9,65.1,56.5,54.8,82.7,91.4,78.6,86.7,85.0,80.0
USA,2018,St Louis,United States,,-90.1994042,38.6270025,311066.0,170.9,0.925,41.4,75.7,79.3,71.9,76.9,65.1,56.5,54.8,82.7,91.4,78.6,86.7,85.0,80.0
USA,2018,Cleveland,United States,,-81.6943605,41.499320000000004,388678.66666666674,201.0,0.925,41.4,75.7,79.3,71.9,76.9,65.1,56.5,54.8,82.7,91.4,78.6,86.7,85.0,80.0
USA,2018,Phoenix,United States,,-112.074,33.4484,1604115.666666667,1355.0,0.925,41.4,75.7,79.3,71.9,76.9,65.1,56.5,54.8,82.7,91.4,78.6,86.7,85.0,80.0
USA,2018,Pittsburgh,United States,,-79.9958864,40.44062479999999,303376.0,151.0,0.925,41.4,75.7,79.3,71.9,76.9,65.1,56.5,54.8,82.7,91.4,78.6,86.7,85.0,80.0
USA,2018,Minneapolis,United States,,-93.26667,44.983334,417166.4,139.8,0.925,41.4,75.7,79.3,71.9,76.9,65.1,56.5,54.8,82.7,91.4,78.6,86.7,85.0,80.0
USA,2018,Berkeley,United States,,-122.27304199999999,37.871522999999996,121643.0,3694.7517170893043,0.925,41.4,75.7,79.3,71.9,76.9,65.1,56.5,54.8,82.7,91.4,78.6,86.7,85.0,80.0
USA,2018,Milwaukee,United States,,-87.9065,43.0389,590157.0,97.0,0.925,41.4,75.7,79.3,71.9,76.9,65.1,56.5,54.8,82.7,91.4,78.6,86.7,85.0,80.0
USA,2018,Orlando,United States,,-81.3792,28.5383,283850.0,3694.7517170893043,0.925,41.4,75.7,79.3,71.9,76.9,65.1,56.5,54.8,82.7,91.4,78.6,86.7,85.0,80.0
USA,2018,Columbus,United States,,-82.9987942,39.9611755,872181.8,563.0,0.925,41.4,75.7,79.3,71.9,76.9,65.1,56.5,54.8,82.7,91.4,78.6,86.7,85.0,80.0
USA,2018,Providence,United States,,-71.4128,41.824,179260.0,48.0,0.925,41.4,75.7,79.3,71.9,76.9,65.1,56.5,54.8,82.7,91.4,78.6,86.7,85.0,80.0
USA,2018,"Richmond, VA",United States,,-77.436048,37.540725,224042.8,162.0,0.925,41.4,75.7,79.3,71.9,76.9,65.1,56.5,54.8,82.7,91.4,78.6,86.7,85.0,80.0
USA,2018,Saint Paul,United States,,-93.09,44.9537,305593.0,145.0,0.925,41.4,75.7,79.3,71.9,76.9,65.1,56.5,54.8,82.7,91.4,78.6,86.7,85.0,80.0
USA,2018,Fayetteville,United States,,-94.171854,36.082156,87235.0,139.5,0.925,41.4,75.7,79.3,71.9,76.9,65.1,56.5,54.8,82.7,91.4,78.6,86.7,85.0,80.0
USA,2018,Lakewood,United States,,-105.0814,39.7047,153620.0,114.0,0.925,41.4,75.7,79.3,71.9,76.9,65.1,56.5,54.8,82.7,91.4,78.6,86.7,85.0,80.0
USA,2018,Ann Arbor,United States,,-83.743,42.2808,472453.33333333326,74.0,0.925,41.4,75.7,79.3,71.9,76.9,65.1,56.5,54.8,82.7,91.4,78.6,86.7,85.0,80.0
USA,2018,Boulder,United States,,-105.2519,40.0274,107258.2,67.0,0.925,41.4,75.7,79.3,71.9,76.9,65.1,56.5,54.8,82.7,91.4,78.6,86.7,85.0,80.0
USA,2018,Bloomington,United States,,-86.5264,39.1653,84934.33333333331,3694.7517170893043,0.925,41.4,75.7,79.3,71.9,76.9,65.1,56.5,54.8,82.7,91.4,78.6,86.7,85.0,80.0
USA,2018,Santa Monica,United States,,-118.4814,34.0219,91963.0,20.0,0.925,41.4,75.7,79.3,71.9,76.9,65.1,56.5,54.8,82.7,91.4,78.6,86.7,85.0,80.0
USA,2018,Flagstaff,United States,,-111.6311,35.1992,72411.0,165.0,0.925,41.4,75.7,79.3,71.9,76.9,65.1,56.5,54.8,82.7,91.4,78.6,86.7,85.0,80.0
USA,2018,Palo Alto,United States,,-122.14299999999999,37.4419,66791.0,67.0,0.925,41.4,75.7,79.3,71.9,76.9,65.1,56.5,54.8,82.7,91.4,78.6,86.7,85.0,80.0
USA,2018,West Palm Beach,United States,,-80.053375,26.715342,110755.5,58.2,0.925,41.4,75.7,79.3,71.9,76.9,65.1,56.5,54.8,82.7,91.4,78.6,86.7,85.0,80.0
USA,2018,West Hollywood,United States,,-118.3617,34.09,34399.0,5.0,0.925,41.4,75.7,79.3,71.9,76.9,65.1,56.5,54.8,82.7,91.4,78.6,86.7,85.0,80.0
USA,2018,Carmel,United States,,-86.118,39.9784,93510.0,3694.7517170893043,0.925,41.4,75.7,79.3,71.9,76.9,65.1,56.5,54.8,82.7,91.4,78.6,86.7,85.0,80.0
USA,2018,Medford,United States,,-122.8756,42.3265,57666.33333333334,22.4,0.925,41.4,75.7,79.3,71.9,76.9,65.1,56.5,54.8,82.7,91.4,78.6,86.7,85.0,80.0
USA,2018,Somerville,United States,,-71.082647,42.393449,79989.66666666669,10.3,0.925,41.4,75.7,79.3,71.9,76.9,65.1,56.5,54.8,82.7,91.4,78.6,86.7,85.0,80.0
USA,2018,Blacksburg,United States,,-80.4139,37.2296,44360.25,51.5,0.925,41.4,75.7,79.3,71.9,76.9,65.1,56.5,54.8,82.7,91.4,78.6,86.7,85.0,80.0
USA,2018,New Bedford,United States,,-70.9342,41.6362,95120.0,3694.7517170893043,0.925,41.4,75.7,79.3,71.9,76.9,65.1,56.5,54.8,82.7,91.4,78.6,86.7,85.0,80.0
USA,2018,Denton,United States,,-97.133068,33.214841,134560.6666666667,227.8,0.925,41.4,75.7,79.3,71.9,76.9,65.1,56.5,54.8,82.7,91.4,78.6,86.7,85.0,80.0
USA,2018,Charlottesville,United States,,-78.4767,38.0293,47626.25,26.9,0.925,41.4,75.7,79.3,71.9,76.9,65.1,56.5,54.8,82.7,91.4,78.6,86.7,85.0,80.0
USA,2018,"Holland, MI",United States,,-86.10893,42.787524,33216.0,44.0298,0.925,41.4,75.7,79.3,71.9,76.9,65.1,56.5,54.8,82.7,91.4,78.6,86.7,85.0,80.0
USA,2018,Takoma Park,United States,,-77.0075,38.9779,17765.0,3694.7517170893043,0.925,41.4,75.7,79.3,71.9,76.9,65.1,56.5,54.8,82.7,91.4,78.6,86.7,85.0,80.0
USA,2018,"Dedham, MA",United States,,-71.167654,42.243609,25377.0,3694.7517170893043,0.925,41.4,75.7,79.3,71.9,76.9,65.1,56.5,54.8,82.7,91.4,78.6,86.7,85.0,80.0
USA,2018,Evanston,United States,,-87.6898,42.0669,75603.0,3694.7517170893043,0.925,41.4,75.7,79.3,71.9,76.9,65.1,56.5,54.8,82.7,91.4,78.6,86.7,85.0,80.0
USA,2018,Princeton. NJ,United States,,-74.66722299999999,40.357298,31822.0,3694.7517170893043,0.925,41.4,75.7,79.3,71.9,76.9,65.1,56.5,54.8,82.7,91.4,78.6,86.7,85.0,80.0
USA,2018,Emeryville,United States,,-122.285247,37.831315999999994,11483.0,5.2,0.925,41.4,75.7,79.3,71.9,76.9,65.1,56.5,54.8,82.7,91.4,78.6,86.7,85.0,80.0
USA,2018,,United States,,-77.03687099999998,38.90719199999999,5570234.0,3722.0,0.925,41.4,75.7,79.3,71.9,76.9,65.1,56.5,54.8,82.7,91.4,78.6,86.7,85.0,80.0
USA,2018,Broward,United States,,80.3659,26.1901,1894822.0,3694.7517170893043,0.925,41.4,75.7,79.3,71.9,76.9,65.1,56.5,54.8,82.7,91.4,78.6,86.7,85.0,80.0
USA,2018,Miami Beach,United States,,-80.130045,25.790654,91825.0,18.1,0.925,41.4,75.7,79.3,71.9,76.9,65.1,56.5,54.8,82.7,91.4,78.6,86.7,85.0,80.0
USA,2018,Cuyahoga,United States,,-81.67582,41.433923,1245044.5,3694.7517170893043,0.925,41.4,75.7,79.3,71.9,76.9,65.1,56.5,54.8,82.7,91.4,78.6,86.7,85.0,80.0
USA,2018,Sarasota,United States,,27.3364,82.5307,56000.0,3694.7517170893043,0.925,41.4,75.7,79.3,71.9,76.9,65.1,56.5,54.8,82.7,91.4,78.6,86.7,85.0,80.0
USA,2018,"Highland Park, IL",United States,,-87.800344,42.181692,29767.0,3694.7517170893043,0.925,41.4,75.7,79.3,71.9,76.9,65.1,56.5,54.8,82.7,91.4,78.6,86.7,85.0,80.0
